Tumorname	Name	MBIIscore
COAD	COAD-A00D-01A	0.327709575
COAD	COAD-A00E-01A	0.331153419
COAD	COAD-A00F-01A	0.14815676
COAD	COAD-A00J-01A	0.071613607
COAD	COAD-A00K-01A	0.160291544
COAD	COAD-A00L-01A	0.07484807
COAD	COAD-A00N-01A	0.317850414
COAD	COAD-A00O-01A	0.162269997
COAD	COAD-A00Q-01A	0.150263944
COAD	COAD-A00R-01A	0.400546021
COAD	COAD-A00U-01A	0.135984752
COAD	COAD-A00W-01A	0.129207667
COAD	COAD-A00Z-01A	0.135171254
COAD	COAD-A010-01A	0.143919894
COAD	COAD-A017-01A	0.287798656
COAD	COAD-A01C-01A	0.124313493
COAD	COAD-A01D-01A	0.253386927
COAD	COAD-A01F-01A	0.039885678
COAD	COAD-A01G-01A	0.164296924
COAD	COAD-A01I-01A	0.153761097
COAD	COAD-A01K-01A	0.27932102
COAD	COAD-A01P-01A	0.413161486
COAD	COAD-A01Q-01A	0.134448834
COAD	COAD-A01R-01A	0.291125137
COAD	COAD-A01S-01A	0.036294006
COAD	COAD-A01T-01A	0.045102565
COAD	COAD-A01V-01A	0.101367533
COAD	COAD-A01X-01A	0.087045586
COAD	COAD-A01Z-01A	0.052357708
COAD	COAD-A022-01A	0.208279329
COAD	COAD-A024-01A	0.118542553
COAD	COAD-A029-01A	0.055529202
COAD	COAD-A02E-01A	0.07518221
COAD	COAD-A02F-01A	0.032106843
COAD	COAD-A02H-01A	0.069096721
COAD	COAD-A02J-01A	0.06595958
COAD	COAD-A02K-01A	0.232144845
COAD	COAD-A02O-01A	0.068459152
COAD	COAD-A02R-01A	0.144991299
COAD	COAD-A02W-01A	0.097505232
COAD	COAD-A02Y-01A	0.101999283
COAD	COAD-A03F-01A	0.209805915
COAD	COAD-A03J-01A	0.241930423
COAD	COAD-5900-01A	0.312320217
COAD	COAD-6548-01A	0.300359197
COAD	COAD-6888-01A	0.157381667
COAD	COAD-6889-01A	0.051733756
COAD	COAD-6890-01A	0.219105054
COAD	COAD-6895-01A	0.320122356
COAD	COAD-6899-01A	0.213971574
COAD	COAD-6901-01A	0.18203034
COAD	COAD-6963-01A	0.419065637
COAD	COAD-6964-01A	0.399593254
COAD	COAD-6965-01A	0.071887313
COAD	COAD-A5EJ-01A	0.24285841
COAD	COAD-A5EK-01A	0.039024043
COAD	COAD-5820-01A	0.104439852
COAD	COAD-5821-01A	0.320516692
COAD	COAD-3779-01A	0.216733008
COAD	COAD-6004-01A	0.379919913
COAD	COAD-4070-01A	0.249834657
COAD	COAD-4071-01A	0.163318772
COAD	COAD-5543-01A	0.259035474
COAD	COAD-6196-01A	0.382378911
COAD	COAD-6197-01A	0.120157311
COAD	COAD-6386-01A	0.26479317
COAD	COAD-A54L-01A	0.126930586
COAD	COAD-A69D-01A	0.144555153
COAD	COAD-A71X-01A	0.033739434
COAD	COAD-A8YK-01A	0.093390413
COAD	COAD-4308-01A	0.121125232
COAD	COAD-4313-01A	0.415139966
COAD	COAD-4315-01A	0.250854138
COAD	COAD-4323-01A	0.621880545
COAD	COAD-4614-01A	0.090730596
COAD	COAD-4615-01A	0.228964061
COAD	COAD-4616-01A	0.294779528
COAD	COAD-4681-01A	0.04586578
COAD	COAD-4682-01B	0.086722304
COAD	COAD-4684-01A	0.249031673
COAD	COAD-5403-01A	0.295614069
COAD	COAD-5407-01A	0.152536625
COAD	COAD-6598-01A	0.089465097
COAD	COAD-6599-01A	0.066960144
COAD	COAD-6600-01A	0.213330726
COAD	COAD-6601-01A	0.348264933
COAD	COAD-6603-01A	0.102465219
COAD	COAD-6605-01A	0.337254829
COAD	COAD-6606-01A	0.088091818
COAD	COAD-6607-01A	0.150214371
COAD	COAD-6608-01A	0.029346853
COAD	COAD-5254-01A	0.111346618
COAD	COAD-5255-01A	0.328083574
COAD	COAD-5256-01A	0.120839372
COAD	COAD-5796-01A	0.108510582
COAD	COAD-5797-01A	0.189912137
COAD	COAD-6715-01A	0.067377232
COAD	COAD-6716-01A	0.027657123
COAD	COAD-6717-01A	0.419474585
COAD	COAD-6718-01A	0.328323077
COAD	COAD-6719-01A	0.156134904
COAD	COAD-4947-01B	0.320973526
COAD	COAD-4948-01B	0.33634868
COAD	COAD-4950-01A	0.258556037
COAD	COAD-4951-01A	0.278074594
COAD	COAD-4952-01A	0.098396624
COAD	COAD-5912-01A	0.059985819
COAD	COAD-5913-01A	0.23961015
COAD	COAD-5914-01A	0.090283083
COAD	COAD-5915-01A	0.026594452
COAD	COAD-5916-01A	0.333912434
COAD	COAD-6746-01A	0.113607005
COAD	COAD-6747-01A	0.096772462
COAD	COAD-6748-01A	0.074830942
COAD	COAD-6751-01A	0.181931199
COAD	COAD-4743-01A	0.473317892
COAD	COAD-4744-01A	0.258616587
COAD	COAD-4746-01A	0.129985144
COAD	COAD-4747-01A	0.153784198
COAD	COAD-4748-01A	0.20962085
COAD	COAD-4750-01A	0.157168502
COAD	COAD-4751-01A	0.28565027
COAD	COAD-4752-01A	0.308599578
COAD	COAD-5341-01A	0.20398147
COAD	COAD-5344-01A	0.160128195
COAD	COAD-5348-01A	0.23273507
COAD	COAD-5349-01A	0.253856011
COAD	COAD-5860-01A	0.156792581
COAD	COAD-5861-01A	0.239759323
COAD	COAD-5862-01A	0.055814337
COAD	COAD-5863-01A	0.361277994
COAD	COAD-5864-01A	0.111130249
COAD	COAD-5868-01A	0.209348834
COAD	COAD-6161-01A	0.209751158
COAD	COAD-6162-01A	0.39029987
COAD	COAD-6163-01A	0.263134391
COAD	COAD-6164-01A	0.344321355
COAD	COAD-6165-01A	0.126867542
COAD	COAD-6166-01A	0.117284051
COAD	COAD-6167-01A	0.36969193
COAD	COAD-6168-01A	0.436011621
COAD	COAD-6169-01A	0.260880448
COAD	COAD-6170-01A	0.18164135
COAD	COAD-6171-01A	0.161748612
COAD	COAD-6172-01A	0.099223321
COAD	COAD-6674-01A	0.368657359
COAD	COAD-6675-01A	0.056336743
COAD	COAD-6676-01A	0.176461846
COAD	COAD-6677-01A	0.213154457
COAD	COAD-6678-01A	0.21695657
COAD	COAD-6679-01A	0.259033913
COAD	COAD-6680-01A	0.204736788
COAD	COAD-5537-01A	0.094148217
COAD	COAD-5538-01A	0.283228111
COAD	COAD-5539-01A	0.207956257
COAD	COAD-5540-01A	0.066000617
COAD	COAD-5541-01A	0.153580543
COAD	COAD-6529-01A	0.362601547
COAD	COAD-6530-01A	0.237308369
COAD	COAD-6531-01A	0.115830425
COAD	COAD-6532-01A	0.115009615
COAD	COAD-6533-01A	0.163717346
COAD	COAD-6534-01A	0.435325185
COAD	COAD-6535-01A	0.225339348
COAD	COAD-6536-01A	0.206811579
COAD	COAD-6537-01A	0.11654657
COAD	COAD-6538-01A	0.013005068
COAD	COAD-6539-01A	0.190511093
COAD	COAD-6540-01A	0.202320202
COAD	COAD-6541-01A	0.265628273
COAD	COAD-6898-01A	0.214851915
COAD	COAD-6920-01A	0.241065185
COAD	COAD-6922-01A	0.122164206
COAD	COAD-6923-01A	0.19824065
COAD	COAD-6924-01A	0.258207142
COAD	COAD-6926-01A	0.176532607
COAD	COAD-6927-01A	0.38984658
COAD	COAD-6928-01A	0.541600904
COAD	COAD-6929-01A	0.278065828
COAD	COAD-6930-01A	0.371130966
COAD	COAD-6931-01A	0.236518591
COAD	COAD-6932-01A	0.163765497
COAD	COAD-7000-01A	0.235792052
COAD	COAD-A0X9-01A	0.117525811
COAD	COAD-A0XD-01A	0.224455061
COAD	COAD-A0XF-01A	0.255321135
COAD	COAD-A1D0-01A	0.077586408
COAD	COAD-A1D4-01A	0.073874598
COAD	COAD-A1D6-01A	0.030663846
COAD	COAD-A1D7-01A	0.159967878
COAD	COAD-A1D8-01A	0.073777035
COAD	COAD-A1D9-01A	0.092807852
COAD	COAD-A1DA-01A	0.036454438
COAD	COAD-A1DB-01A	0.097370845
COAD	COAD-A1HA-01A	0.027744032
COAD	COAD-A1HB-01A	0.226454387
COAD	COAD-A280-01A	0.475939522
COAD	COAD-A282-01A	0.090397051
COAD	COAD-A285-01A	0.22562086
COAD	COAD-A288-01A	0.103914968
COAD	COAD-A28A-01A	0.057871459
COAD	COAD-A28C-01A	0.03680564
COAD	COAD-A28E-01A	0.039747863
COAD	COAD-A28F-01A	0.164921851
COAD	COAD-A28G-01A	0.187484211
COAD	COAD-A28H-01A	0.107254267
COAD	COAD-A28K-01A	0.093646016
COAD	COAD-A28M-01A	0.155485624
COAD	COAD-6459-01A	0.107073039
COAD	COAD-6460-01A	0.113866328
COAD	COAD-6461-01A	0.166077761
COAD	COAD-6463-01A	0.26598166
COAD	COAD-6569-01A	0.33983158
COAD	COAD-6570-01A	0.255888944
COAD	COAD-6703-01A	0.536011977
COAD	COAD-6704-01A	0.238196154
COAD	COAD-6805-01A	0.324183213
COAD	COAD-6806-01A	0.232392831
COAD	COAD-6807-01A	0.314530422
COAD	COAD-6808-01A	0.205257189
COAD	COAD-6809-01A	0.353575424
COAD	COAD-6854-01A	0.202511008
COAD	COAD-6855-01A	0.105173849
COAD	COAD-6856-01A	0.318827318
COAD	COAD-6857-01A	0.51779481
COAD	COAD-6293-01A	0.29865108
COAD	COAD-6294-01A	0.048368567
COAD	COAD-6295-01A	0.205221465
COAD	COAD-6297-01A	0.302130929
COAD	COAD-6298-01A	0.199105274
COAD	COAD-6299-01A	0.254301676
COAD	COAD-6302-01A	0.390281949
COAD	COAD-6303-01A	0.109711915
COAD	COAD-6304-01A	0.671898855
COAD	COAD-6306-01A	0.122254963
COAD	COAD-6307-01A	0.066162839
COAD	COAD-6309-01A	0.105621042
COAD	COAD-6310-01A	0.067919849
COAD	COAD-6311-01A	0.257403971
COAD	COAD-6314-01A	0.221262207
COAD	COAD-6315-01A	0.134360882
COAD	COAD-6317-01A	0.071226792
COAD	COAD-6317-02A	0.016391791
COAD	COAD-6320-01A	0.091834043
COAD	COAD-6321-01A	0.313656941
COAD	COAD-6322-01A	0.080627018
COAD	COAD-6323-01A	0.329437684
COAD	COAD-6586-01A	0.272422624
COAD	COAD-6588-01A	0.243460387
COAD	COAD-6625-01A	0.304675876
COAD	COAD-6626-01A	0.13319494
COAD	COAD-6627-01A	0.400064962
COAD	COAD-6628-01A	0.343114252
COAD	COAD-A50T-01A	0.07324094
COAD	COAD-A50U-01A	0.062062219
COAD	COAD-A50V-01A	0.253120747
COAD	COAD-A5IV-01A	0.149404274
COAD	COAD-A6GA-01A	0.120798352
COAD	COAD-A6GB-01A	0.266223327
COAD	COAD-A6GC-01A	0.05137822
COAD	COAD-A8F7-01A	0.039740931
COAD	COAD-A8F7-06A	0.031808283
COAD	COAD-A8F8-01A	0.171523457
COAD	COAD-A5YV-01A	0.056318334
COAD	COAD-A5YW-01A	0.17210346
COAD	COAD-A5YX-01A	0.080093078
COAD	COAD-A5Z1-01A	0.067999771
COAD	COAD-A5Z2-01A	0.308172285
COAD	COAD-A97D-01A	0.206515421
COAD	COAD-A8FL-01A	0.125990791
COAD	COAD-A7HO-01A	0.073382739
COAD	COAD-A92H-01A	0.086130341
COAD	COAD-AB45-01A	0.464362067
ESCA	ESCA-A9GF-01A	0.119211181
ESCA	ESCA-A9GG-01A	0.086270218
ESCA	ESCA-A9GH-01A	0.155891728
ESCA	ESCA-A9GI-01A	0.264157846
ESCA	ESCA-A9GJ-01A	0.087335735
ESCA	ESCA-A9GK-01A	0.37800705
ESCA	ESCA-A9GL-01A	0.100955048
ESCA	ESCA-A9GM-01A	0.175566005
ESCA	ESCA-A9GN-01A	0.10457781
ESCA	ESCA-A9GO-01A	0.364465015
ESCA	ESCA-A9GQ-01A	0.059986237
ESCA	ESCA-A9GR-01A	0.287930473
ESCA	ESCA-A6RE-01A	0.247937256
ESCA	ESCA-A6RF-01A	0.329066109
ESCA	ESCA-A3I8-01A	0.074929257
ESCA	ESCA-A3QL-01A	0.03676168
ESCA	ESCA-A3Y9-01A	0.273792942
ESCA	ESCA-A3YA-01A	0.531164467
ESCA	ESCA-A3YB-01A	0.142306403
ESCA	ESCA-A3YC-01A	0.401773573
ESCA	ESCA-A4P3-01A	0.424916107
ESCA	ESCA-A4QS-01A	0.137265716
ESCA	ESCA-A4QT-01A	0.907558354
ESCA	ESCA-A50L-01A	0.281071456
ESCA	ESCA-A51D-01A	0.318990194
ESCA	ESCA-A5B8-01A	0.369603283
ESCA	ESCA-A5S3-01A	0.162997173
ESCA	ESCA-A625-01A	0.10448165
ESCA	ESCA-A6QS-01A	0.192397301
ESCA	ESCA-A7DP-01A	0.691241156
ESCA	ESCA-A8O2-01A	0.187902218
ESCA	ESCA-A97H-01A	0.250354485
ESCA	ESCA-A97I-01A	0.144759027
ESCA	ESCA-A6F8-01A	0.140498277
ESCA	ESCA-A6FA-01A	0.132474262
ESCA	ESCA-A6FB-01A	0.153176677
ESCA	ESCA-A6FD-01A	0.36587418
ESCA	ESCA-A6FE-01A	0.204085209
ESCA	ESCA-A6FG-01A	0.155101939
ESCA	ESCA-A6FH-01A	0.123733913
ESCA	ESCA-A938-01A	0.467873822
ESCA	ESCA-A939-01A	0.44219191
ESCA	ESCA-A93C-01A	0.119603634
ESCA	ESCA-A93D-01A	0.383598825
ESCA	ESCA-A93E-01A	0.331605027
ESCA	ESCA-A93F-01A	0.208810895
ESCA	ESCA-A6WC-01A	0.364619447
ESCA	ESCA-A43C-01A	0.539984162
ESCA	ESCA-A43E-01A	0.227086337
ESCA	ESCA-A43H-01A	0.280249375
ESCA	ESCA-A43I-01A	0.164559112
ESCA	ESCA-A43J-01A	0.099933061
ESCA	ESCA-A43M-01A	0.230983756
ESCA	ESCA-A4OE-01A	0.264285563
ESCA	ESCA-A4OF-01A	0.269319172
ESCA	ESCA-A4OG-01A	0.351840523
ESCA	ESCA-A4OH-01A	0.164829529
ESCA	ESCA-A4OI-01A	0.100657569
ESCA	ESCA-A4OJ-01A	0.183862746
ESCA	ESCA-A4OM-01A	0.128539513
ESCA	ESCA-A4ON-01A	0.133372106
ESCA	ESCA-A4OO-01A	0.397047686
ESCA	ESCA-A4OP-01A	0.250479221
ESCA	ESCA-A4OQ-01A	0.353121689
ESCA	ESCA-A4OR-01A	0.1928612
ESCA	ESCA-A4OS-01A	0.551877369
ESCA	ESCA-A4OT-01A	0.275461759
ESCA	ESCA-A4OU-01A	0.434646595
ESCA	ESCA-A4OW-01A	0.327071659
ESCA	ESCA-A4OX-01A	0.204666462
ESCA	ESCA-A88S-01A	0.317876251
ESCA	ESCA-A88T-01A	0.273664389
ESCA	ESCA-A88V-01A	0.033143559
ESCA	ESCA-A88W-01A	0.246423595
ESCA	ESCA-A88Y-01A	0.321341305
ESCA	ESCA-A88Z-01A	0.10252868
ESCA	ESCA-A891-01A	0.127550351
ESCA	ESCA-A893-01A	0.303318412
ESCA	ESCA-A8NE-01A	0.191452626
ESCA	ESCA-A8NF-01A	0.058793074
ESCA	ESCA-A8NG-01A	0.30725826
ESCA	ESCA-A8NH-01A	0.246408265
ESCA	ESCA-A8NI-01A	0.107617609
ESCA	ESCA-A8NJ-01A	0.025944307
ESCA	ESCA-A8NK-01A	0.211477448
ESCA	ESCA-A8NL-01A	0.278897033
ESCA	ESCA-A8NM-01A	0.346494493
ESCA	ESCA-A8NN-01A	0.188091302
ESCA	ESCA-A8NQ-01A	0.392467791
ESCA	ESCA-A8NR-01A	0.115625026
ESCA	ESCA-A8NS-01A	0.200263566
ESCA	ESCA-A8NT-01A	0.167453365
ESCA	ESCA-A8NU-01A	0.507787587
ESCA	ESCA-A8NV-01A	0.290255835
ESCA	ESCA-A8NW-01A	0.166869218
ESCA	ESCA-A56G-01A	0.112930757
ESCA	ESCA-A6VZ-01A	0.17459252
ESCA	ESCA-A49K-01A	0.245031095
ESCA	ESCA-A49L-01A	0.19036573
ESCA	ESCA-A49M-01A	0.148954626
ESCA	ESCA-A49N-01A	0.281898473
ESCA	ESCA-A49O-01A	0.217763565
ESCA	ESCA-A49P-01A	0.336281726
ESCA	ESCA-A49R-01A	0.073483098
ESCA	ESCA-A49S-01A	0.230650398
ESCA	ESCA-A49U-01A	0.053689975
ESCA	ESCA-A49V-01A	0.022045189
ESCA	ESCA-A49W-01A	0.393013849
ESCA	ESCA-A49X-01A	0.488629906
ESCA	ESCA-A49Y-01A	0.03373629
ESCA	ESCA-A4A1-01A	0.231290022
ESCA	ESCA-A4A2-01A	0.203336878
ESCA	ESCA-A4A3-01A	0.468436853
ESCA	ESCA-A4A4-01A	0.11673825
ESCA	ESCA-A4A5-01A	0.29431865
ESCA	ESCA-A4A6-01A	0.320919215
ESCA	ESCA-A4A8-01A	0.166403333
ESCA	ESCA-A4A9-01A	0.167376228
ESCA	ESCA-A4MQ-01A	0.196427705
ESCA	ESCA-A4MR-01A	0.264329126
ESCA	ESCA-A5U5-01A	0.211008867
ESCA	ESCA-A5U6-01A	0.098572059
ESCA	ESCA-A5U7-01A	0.084094665
ESCA	ESCA-A7HV-01A	0.284137357
ESCA	ESCA-A7HW-01A	0.062814187
ESCA	ESCA-A7HX-01A	0.173985549
ESCA	ESCA-A7HY-01A	0.185758821
ESCA	ESCA-A7HZ-01A	0.192983796
ESCA	ESCA-A8HZ-01A	0.204489436
ESCA	ESCA-A8I0-01A	0.142018127
ESCA	ESCA-A8I1-01A	0.17565638
ESCA	ESCA-A9FO-01A	0.235652645
ESCA	ESCA-A9FP-01A	0.40927085
ESCA	ESCA-A9FQ-01A	0.080048094
ESCA	ESCA-A9FR-01A	0.243897239
ESCA	ESCA-A5M8-01A	0.244799273
ESCA	ESCA-A6FU-01A	0.187084548
ESCA	ESCA-A6FW-01A	0.26868708
ESCA	ESCA-A6DN-01B	0.085889202
ESCA	ESCA-A6DQ-01B	0.31844303
ESCA	ESCA-A6KZ-01A	0.241876297
ESCA	ESCA-A6L4-01A	0.181848123
ESCA	ESCA-A6L6-01B	0.389765458
ESCA	ESCA-A6XG-01B	0.077731985
ESCA	ESCA-A6XQ-01B	0.06332227
ESCA	ESCA-A6Y0-01B	0.288324805
ESCA	ESCA-A6Y2-01B	0.342596022
ESCA	ESCA-A8W5-01B	0.400342922
ESCA	ESCA-A8W8-01B	0.130566604
ESCA	ESCA-A8WC-01A	0.02312552
ESCA	ESCA-A8WG-01A	0.23649525
ESCA	ESCA-A7BO-01A	0.34696704
ESCA	ESCA-A6BV-01A	0.272112175
ESCA	ESCA-A6BW-01A	0.077596837
ESCA	ESCA-A7RB-01A	0.294965182
ESCA	ESCA-A7RC-01B	0.209015383
ESCA	ESCA-A7RC-06A	0.153054602
ESCA	ESCA-A7RE-01A	0.083739287
ESCA	ESCA-AASV-01A	0.182542085
ESCA	ESCA-AASW-01A	0.176036893
ESCA	ESCA-AASX-01A	0.249910613
ESCA	ESCA-A8EO-01A	0.07338811
ESCA	ESCA-A8EP-01A	0.290983123
ESCA	ESCA-A8EQ-01A	0.478578237
ESCA	ESCA-A8ER-01A	0.177325482
ESCA	ESCA-A8ET-01A	0.514878958
ESCA	ESCA-A8EU-01A	0.211829708
ESCA	ESCA-A8EW-01A	0.13824575
ESCA	ESCA-A8EX-01A	0.387104917
ESCA	ESCA-A8EY-01A	0.123301967
ESCA	ESCA-A8EZ-01A	0.116040073
ESCA	ESCA-A8Q7-01A	0.339227477
ESCA	ESCA-AA4D-01A	0.088493525
ESCA	ESCA-AA4G-01A	0.311758215
ESCA	ESCA-AA7B-01A	0.146514186
ESCA	ESCA-AA7D-01A	0.222422867
ESCA	ESCA-AA7I-01A	0.341982146
ESCA	ESCA-AAAR-01A	0.196266524
ESCA	ESCA-A8T6-01A	0.283948358
ESCA	ESCA-A8T7-01A	0.192818448
ESCA	ESCA-A8T8-01A	0.182012551
ESCA	ESCA-A8JD-01A	0.473906332
ESCA	ESCA-A8JE-01A	0.196239801
ESCA	ESCA-A9VB-01A	0.194845392
ESCA	ESCA-AAPN-01A	0.442501267
ESCA	ESCA-A9CJ-01B	0.266139138
GBM	GBM-0001-01C	0.228079897
GBM	GBM-0002-01A	0.315280343
GBM	GBM-0003-01A	0.047687699
GBM	GBM-0006-01B	0.255156076
GBM	GBM-0007-01A	0.047660194
GBM	GBM-0009-01A	0.064487348
GBM	GBM-0010-01A	0.037404448
GBM	GBM-0011-01B	0.062099252
GBM	GBM-0014-01A	0.0266486
GBM	GBM-0021-01A	0.067211523
GBM	GBM-0024-01B	0.070155146
GBM	GBM-0027-01A	0.126058121
GBM	GBM-0028-01A	0.047375279
GBM	GBM-0033-01A	0.614121037
GBM	GBM-0034-01A	0.426857496
GBM	GBM-0037-01A	0.073368332
GBM	GBM-0038-01A	0.077622488
GBM	GBM-0043-01A	0.032177042
GBM	GBM-0046-01A	0.033100144
GBM	GBM-0047-01A	0.235745192
GBM	GBM-0052-01A	0.182440884
GBM	GBM-0054-01A	0.272519125
GBM	GBM-0055-01A	0.298775863
GBM	GBM-0057-01A	0.24918215
GBM	GBM-0058-01A	0.082616479
GBM	GBM-0060-01A	0.126978548
GBM	GBM-0064-01A	0.225428676
GBM	GBM-0069-01A	0.067614925
GBM	GBM-0071-01A	0.165458674
GBM	GBM-0074-01A	0.072131283
GBM	GBM-0075-01A	0.225349542
GBM	GBM-0080-01A	0.031346337
GBM	GBM-0083-01A	0.073535959
GBM	GBM-0085-01A	0.289493873
GBM	GBM-0086-01A	0.261547714
GBM	GBM-0089-01A	0.193296275
GBM	GBM-0099-01A	0.145995381
GBM	GBM-0102-01A	0.062516922
GBM	GBM-0107-01A	0.575852835
GBM	GBM-0113-01A	0.196418737
GBM	GBM-0114-01A	0.037010248
GBM	GBM-0115-01A	0.171534929
GBM	GBM-0116-01A	0.051332679
GBM	GBM-2466-01A	0.034327569
GBM	GBM-2470-01A	0.325147133
GBM	GBM-2483-01A	0.119473378
GBM	GBM-2485-01A	0.049500604
GBM	GBM-2486-01A	0.222014634
GBM	GBM-0119-01A	0.684085498
GBM	GBM-0121-01A	0.384821174
GBM	GBM-0122-01A	0.132650593
GBM	GBM-0124-01A	0.311106833
GBM	GBM-0125-01A	0.052606019
GBM	GBM-0125-01A	0.085873537
GBM	GBM-0125-02A	0.292691422
GBM	GBM-0126-01A	0.099492564
GBM	GBM-0128-01A	0.089750251
GBM	GBM-0129-01A	0.057804822
GBM	GBM-0130-01A	0.573796413
GBM	GBM-0133-01A	0.240005504
GBM	GBM-0137-01A	0.080847062
GBM	GBM-0137-01A	0.047315256
GBM	GBM-0137-01A	0.058828425
GBM	GBM-0137-01B	0.165442135
GBM	GBM-0139-01A	0.867727696
GBM	GBM-0140-01A	0.362844669
GBM	GBM-0141-01A	0.846499276
GBM	GBM-0142-01A	0.20037434
GBM	GBM-0143-01A	0.255483382
GBM	GBM-0145-01A	0.106326274
GBM	GBM-0145-01A	0.080027003
GBM	GBM-0145-01A	0.105934086
GBM	GBM-0145-01A	0.08179738
GBM	GBM-0145-01A	0.10464425
GBM	GBM-0145-01A	0.098417939
GBM	GBM-0147-01A	0.551068387
GBM	GBM-0148-01A	0.062720283
GBM	GBM-0152-01A	0.213008281
GBM	GBM-0152-02A	0.221231923
GBM	GBM-0155-01B	0.169512113
GBM	GBM-0169-01A	0.391776993
GBM	GBM-0171-01A	0.203470883
GBM	GBM-0171-02A	0.561814388
GBM	GBM-0190-01A	0.369779957
GBM	GBM-0190-02A	0.461587308
GBM	GBM-0210-01A	0.289316485
GBM	GBM-0210-02A	0.233073102
GBM	GBM-0211-01A	0.319387349
GBM	GBM-0211-02A	0.2302484
GBM	GBM-0221-01A	0.10745259
GBM	GBM-0221-02A	0.060422536
GBM	GBM-0650-01A	0.359797389
GBM	GBM-0875-01A	0.067893006
GBM	GBM-0876-01A	0.226801561
GBM	GBM-0877-01A	0.170430803
GBM	GBM-0878-01A	0.185698187
GBM	GBM-0879-01A	0.143977046
GBM	GBM-0881-01A	0.742128685
GBM	GBM-0882-01A	0.263486807
GBM	GBM-0939-01A	0.308009863
GBM	GBM-1084-01A	0.40802202
GBM	GBM-1086-01A	0.062816055
GBM	GBM-1087-01A	0.034970927
GBM	GBM-1800-01A	0.138909317
GBM	GBM-1801-01A	0.092390347
GBM	GBM-1802-01A	0.117524209
GBM	GBM-1804-01A	0.109658633
GBM	GBM-1805-01A	0.16883907
GBM	GBM-1806-01A	0.258115621
GBM	GBM-2557-01A	0.23089073
GBM	GBM-2558-01A	0.15826283
GBM	GBM-2559-01A	0.05225838
GBM	GBM-2561-01A	0.264742439
GBM	GBM-2562-01A	0.144802915
GBM	GBM-2563-01A	0.07918633
GBM	GBM-2564-01A	0.154944657
GBM	GBM-2565-01A	0.042119414
GBM	GBM-2566-01A	0.174365438
GBM	GBM-2567-01A	0.207508644
GBM	GBM-2569-01A	0.080048385
GBM	GBM-2570-01A	0.03922429
GBM	GBM-5408-01A	0.086093591
GBM	GBM-5410-01A	0.620517424
GBM	GBM-5411-01A	0.11193304
GBM	GBM-5412-01A	0.656650043
GBM	GBM-5413-01A	0.215083458
GBM	GBM-5414-01A	0.184251859
GBM	GBM-5415-01A	0.084148529
GBM	GBM-5416-01A	0.071274641
GBM	GBM-5417-01A	0.028554704
GBM	GBM-5418-01A	0.153962949
GBM	GBM-5856-01A	0.095065699
GBM	GBM-5858-01A	0.152046446
GBM	GBM-5859-01A	0.200183498
GBM	GBM-6388-01A	0.11227729
GBM	GBM-6389-01A	0.07061255
GBM	GBM-6390-01A	0.267779616
GBM	GBM-6391-01A	0.049069084
GBM	GBM-6693-01A	0.09877542
GBM	GBM-6694-01A	0.216902765
GBM	GBM-6695-01A	0.089559558
GBM	GBM-6697-01A	0.465012354
GBM	GBM-6698-01A	0.232436846
GBM	GBM-6699-01A	0.058193094
GBM	GBM-6700-01A	0.240230669
GBM	GBM-6701-01A	0.113000142
GBM	GBM-A5U0-01A	0.03212143
GBM	GBM-A5U1-01A	0.347406506
GBM	GBM-A6S0-01A	0.086627876
GBM	GBM-A6S1-01A	0.295681863
GBM	GBM-A7TK-01A	0.123386753
GBM	GBM-A7TL-01A	0.104256629
GBM	GBM-0670-01B	0.047033024
GBM	GBM-0818-01A	0.040588234
GBM	GBM-0819-01A	0.057709244
GBM	GBM-0820-01A	0.068042327
GBM	GBM-0821-01A	0.044463608
GBM	GBM-0822-01A	0.428651893
GBM	GBM-0826-01A	0.095200865
GBM	GBM-0827-01A	0.22895724
GBM	GBM-0828-01A	0.117542952
GBM	GBM-0829-01A	0.390295438
GBM	GBM-1088-01A	0.289913003
GBM	GBM-1089-01A	0.094530337
GBM	GBM-1090-01A	0.050527771
GBM	GBM-1091-01A	0.060175161
GBM	GBM-1092-01B	0.26339403
GBM	GBM-1093-01A	0.467353785
GBM	GBM-1094-01A	0.158376618
GBM	GBM-1095-01A	0.288430646
GBM	GBM-1096-01A	0.395925317
GBM	GBM-1097-01B	0.129929753
GBM	GBM-1098-01C	0.103737456
GBM	GBM-1099-01A	0.065104056
GBM	GBM-1597-01B	0.04758795
GBM	GBM-1598-01A	0.091816533
GBM	GBM-1599-01A	0.22078106
GBM	GBM-1600-01A	0.034169508
GBM	GBM-1601-01A	0.256787696
GBM	GBM-1602-01A	0.121073143
GBM	GBM-3644-01A	0.159697352
GBM	GBM-3646-01A	0.04685498
GBM	GBM-3648-01A	0.044376656
GBM	GBM-3649-01A	0.160634389
GBM	GBM-3650-01A	0.056324966
GBM	GBM-3651-01A	0.127452191
GBM	GBM-3652-01A	0.064077158
GBM	GBM-3653-01A	0.060728676
GBM	GBM-5295-01A	0.219851897
GBM	GBM-5299-01A	0.035401352
GBM	GBM-5301-01A	0.101635174
GBM	GBM-0736-01A	0.269183657
GBM	GBM-0736-01A	0.309595117
GBM	GBM-0736-02A	0.422108848
GBM	GBM-0740-01B	0.048016977
GBM	GBM-0781-01B	0.667849719
GBM	GBM-0783-01B	0.102531268
